level	kio estas tio?	นั่นคืออะไร?	what is that?	grupo	0    	0000-00-00 00:00:00
level	kio estas tio pri ~	มันเกี่ยวกับอะไร ~	what is that about ~	grupo	0    	0000-00-00 00:00:00
level	gard-anĝelo	เทวดาผู้พิทักษ์	a guard angel	grupo	0    	0000-00-00 00:00:00
level	tio pri "gardanĝelo"	ว่าด้วยเรื่อง &quot;เทวดาผู้พิทักษ์&quot;	that about "guard angel"	grupo	0    	0000-00-00 00:00:00
level	sed kio estas	แต่คืออะไร	but what is	grupo	0    	0000-00-00 00:00:00
level	sed kio estas tio pri "gardanĝelo"?	แต่สิ่งที่เกี่ยวกับ &quot;เทวดาผู้พิทักษ์&quot; คืออะไร?	but what is that about a "guardian angel"?	grupo	0    	0000-00-00 00:00:00
level	ĉu ŝerco?	เรื่องตลก?	a joke?	grupo	0    	0000-00-00 00:00:00
level	ĉu malbona ŝerco?	เป็นเรื่องตลกเหรอ?	a bad joke?	grupo	0    	0000-00-00 00:00:00
level	malbona ŝerco	ตลกร้าย	bad joke	grupo	0    	0000-00-00 00:00:00
level	iu ŝerco	เรื่องตลกบางอย่าง	some joke	grupo	0    	0000-00-00 00:00:00
level	iu malbona ŝerco	เป็นเรื่องตลกที่ไม่ดี	some bad joke	grupo	0    	0000-00-00 00:00:00
level	ĉu iu malbona ŝerco?	(นั่นคือ) เรื่องตลกร้าย ๆ เหรอ?	(is that) some bad joke?	grupo	0    	0000-00-00 00:00:00
level	mi ŝercas	ฉันล้อเล่น	I'm joking	grupo	0    	0000-00-00 00:00:00
level	ne, mi ŝercas	ไม่ ฉันล้อเล่น	no, I'm kidding	grupo	0    	0000-00-00 00:00:00
level	estis interese aŭdi	มันน่าสนใจที่จะได้ยิน	it was interesting to hear	grupo	0    	0000-00-00 00:00:00
level	kiel kontakti ~	วิธีการติดต่อ ~	how to contact ~	grupo	0    	0000-00-00 00:00:00
level	kaj kiel kontakti tiujn anĝelojn?	และจะติดต่อกับทูตสวรรค์เหล่านั้นได้อย่างไร?	and how to contact those angels?	grupo	0    	0000-00-00 00:00:00
level	per iu IJK-preĝo eble	อาจมีคำอธิษฐานแบบ IJK บ้าง	with some IJK prayer maybe	grupo	0    	0000-00-00 00:00:00
level	provu! se ne funkcias vi povas iri al ~	ลองมัน! ถ้ามันไม่ทำงานคุณสามารถไปที่ ~	try it! if it doesn't work you can go to ~	grupo	0    	0000-00-00 00:00:00
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	คุณสามารถไปที่ห้อง &quot;ท้องฟ้า&quot; หลังอาหารกลางวันได้	you can go to the room "The sky" after lunch	grupo	0    	0000-00-00 00:00:00
level	bonege, unue manĝo, poste ĉielen	เยี่ยมมาก อาหารมื้อแรก แล้วก็สวรรค์	great, first food, then heaven	grupo	0    	0000-00-00 00:00:00
level	unue manĝo, poste ĉielen al la anĝelinoj	อาหารมื้อแรก แล้วจึงขึ้นสวรรค์ไปหาเหล่าทูตสวรรค์	first food, then in the sky to the angels	grupo	0    	0000-00-00 00:00:00
level	maltro da manĝo	#อ้างอิง!	#REF!	grupo	0    	0000-00-00 00:00:00
level	post iom maltro da manĝo	หลังจากทานอาหารน้อยลงเล็กน้อย	after a little less food	grupo	0    	0000-00-00 00:00:00
level	Kabe iras al la ĉambro "La ĉielo"	คาเบะไปห้อง&quot;ฟ้า&quot;	Kabe goes to the room "the sky"	grupo	0    	0000-00-00 00:00:00
level	saluton. ĉu estas via unua IJK?	สวัสดี นี่เป็น IJK แรกของคุณหรือเปล่า?	hello, is it your first IJK?	grupo	0    	0000-00-00 00:00:00
level	bone. mi tre ĝojas. mi estas Jesi	ตกลง. ฉันดีใจมาก. ฉันชื่อเจซี่	ok. I am very glad. I'm Jesi	grupo	0    	0000-00-00 00:00:00
level	kaj tiu ĉi estas jam mia sesa IJK	และนี่คือ IJK ที่หกของฉันแล้ว	and this is already my sixth IJK	grupo	0    	0000-00-00 00:00:00
level	jen estas papero kun kelkaj demandoj	นี่คือกระดาษที่มีคำถามบางประการ	here is a paper with some questions	grupo	0    	0000-00-00 00:00:00
level	papero kun demandoj kaj taskoj	กระดาษที่มีคำถามและงาน	paper with questions and tasks	grupo	0    	0000-00-00 00:00:00
level	kelkaj demandoj kaj taskoj rilate al la kongreso	คำถามและงานบางอย่างที่เกี่ยวข้องกับการประชุม	some questions and tasks related to the congress	grupo	0    	0000-00-00 00:00:00
level	vi provu solvi ilin	คุณพยายามที่จะแก้ไขพวกเขา	you try to solve them	grupo	0    	0000-00-00 00:00:00
level	mi proponas ke vi provu solvi ilin	ฉันขอแนะนำให้คุณลองแก้ปัญหาเหล่านี้	I suggest you try to solve them	grupo	0    	0000-00-00 00:00:00
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	โดยมีอานาจากโปแลนด์ บอริสจากเยอรมนี และนัตสึโกะจากญี่ปุ่น	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	0    	0000-00-00 00:00:00
level	nur voku min se vi bezonos helpon	แค่โทรหาฉันถ้าคุณต้องการความช่วยเหลือ	just call me if you need help	grupo	0    	0000-00-00 00:00:00
level	poste en la libroservo	ต่อมาในการให้บริการหนังสือ	later in the book service	grupo	0    	0000-00-00 00:00:00
level	kiel do estis en la ĉielo?	แล้วบนสวรรค์เป็นยังไงบ้าง?	so how was it in heaven?	grupo	0    	0000-00-00 00:00:00
level	mi fakte renkontis veran anĝelinon!	ฉันได้พบกับนางฟ้าตัวจริงแล้ว!	I actually met a real angel!	grupo	0    	0000-00-00 00:00:00
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	สวรรค์ ฉันคิดว่าฉันได้พบกับนางฟ้าจริงๆ นะ!	heavenly, I think I actually met a real angel!	grupo	0    	0000-00-00 00:00:00
level	mirinde bela kaj afabla ŝi estis	เธอสวยและใจดีอย่างน่าอัศจรรย์	she was amazingly beautiful and kind	grupo	0    	0000-00-00 00:00:00
level	ho, Dio mia! kaj kio estas ŝia nomo?	โอ้พระเจ้า! แล้วเธอชื่ออะไร?	oh my god! and what is her name?	grupo	0    	0000-00-00 00:00:00
level	aj, mi jam forgesis!	โอ้ ฉันลืมไปแล้ว!	oh, I already forgot!	grupo	0    	0000-00-00 00:00:00
level	pli kaj pli ebriiĝas	เมามากขึ้นเรื่อยๆ	more and more gets drunk	grupo	0    	0000-00-00 00:00:00
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	ในบาร์ คาเบะเมามากขึ้นเรื่อยๆ	in the bar, Kabe gets more and more drunk	grupo	0    	0000-00-00 00:00:00
level	ĉu ankaŭ la trinkejestro?	บาร์เทนเดอร์ก็เหมือนกันเหรอ?	is the bartender too?	grupo	0    	0000-00-00 00:00:00
level	unu bieron mi petas	ขอเบียร์ 1 อัน	one beer please	grupo	0    	0000-00-00 00:00:00
level	ĝi kostas 1 eŭron	ราคา 1 ยูโร	it costs 1 euro	grupo	0    	0000-00-00 00:00:00
level	ĉu vi ŝatus ankaŭ ion alian?	คุณต้องการอย่างอื่นด้วยไหม?	would you like something else too?	grupo	0    	0000-00-00 00:00:00
level	ne dankon, biero sufiĉas por mi	ไม่ล่ะ ขอบคุณ เบียร์ก็เพียงพอแล้วสำหรับฉัน	no thanks, beer is enough for me	grupo	0    	0000-00-00 00:00:00
level	ĉu vere? kio pri vodko, labambo kaj inoj?	จริงหรือ แล้ววอดก้า ลาบัมบา และผู้หญิงล่ะ?	really? what about vodka, labamba and females?	grupo	0    	0000-00-00 00:00:00
level	nu, kial ne	ทำไมจะไม่ได้	well, why not	grupo	0    	0000-00-00 00:00:00
level	laŭdire ĝi estas amuza	ว่ากันว่าเป็นเรื่องสนุก	it is said to be fun	grupo	0    	0000-00-00 00:00:00
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	ฉันยังไม่ได้เต้นลาบัมบา แต่ฉันบอกว่ามันสนุก	I haven't danced the labamba yet, but I'm told it's fun	grupo	0    	0000-00-00 00:00:00
level	dum la kantaĵo "La Bamba" homoj dancas	ระหว่างเพลง &quot;La Bamba&quot; ผู้คนเต้นรำ	during the song "La Bamba" people dance	grupo	0    	0000-00-00 00:00:00
level	homoj dancas en granda rondo	ผู้คนเต้นรำเป็นวงกลมใหญ่	people dance in a big circle	grupo	0    	0000-00-00 00:00:00
level	kaj ene de tiu rondo dancas aliaj homoj	และในวงกลมนั้นมีคนอื่นเต้นอยู่	and within that circle other people dance	grupo	0    	0000-00-00 00:00:00
level	funkcias tiel ke ~	ทำงานอย่างนั้น ~	works so that ~	grupo	0    	0000-00-00 00:00:00
level	funkcias tiel ke homoj dancas en granda rondo	ทำงานให้ผู้คนเต้นรำเป็นวงกลมใหญ่	works so that people dance in a big circle	grupo	0    	0000-00-00 00:00:00
level	dancas en granda rondo kaj ene de tiu rondo	เต้นรำเป็นวงกลมใหญ่และอยู่ในวงกลมนั้น	dances in a big circle and within that circle	grupo	0    	0000-00-00 00:00:00
level	homoj dancas kaj dancas aliaj homoj	คนเต้นและคนอื่นเต้น	people dance and other people dance	grupo	0    	0000-00-00 00:00:00
level	tiuj dancantaj ene de la rondo	พวกที่เต้นอยู่ในวงกลม	those who dance within the circle	grupo	0    	0000-00-00 00:00:00
level	tiuj dancantoj elektas dancanton de la rondo	ผู้ที่เต้นรำเลือกนักเต้นจากวงกลม	those who dance choose a dancer from the circle	grupo	0    	0000-00-00 00:00:00
level	elektas dancanton kaj kisas ŝin aŭ lin	เลือกนักเต้นและจูบเธอหรือเขา	chooses a dancer and kisses her or him	grupo	0    	0000-00-00 00:00:00
level	kisas ŝin aŭ lin tri-foje sur la vangoj	จูบเธอหรือเขาสามครั้งที่แก้ม	kisses her or him three times on the cheeks	grupo	0    	0000-00-00 00:00:00
level	elektas dancanton kaj kisas sur la vangoj	เลือกนักเต้นและจูบที่แก้ม	chooses a dancer and kisses on the cheeks	grupo	0    	0000-00-00 00:00:00
level	elektas dancanton de la rondo kaj kisas	เลือกนักเต้นจากวงกลมแล้วจูบ	chooses a dancer from the circle and kisses	grupo	0    	0000-00-00 00:00:00
level	poste ili ŝanĝas lokon	แล้วพวกเขาก็เปลี่ยนสถานที่	then they change places	grupo	0    	0000-00-00 00:00:00
level	kisas, kisanto, kisito, kisonto, kisoto	จูบ, คนที่จูบ, คนที่จูบ, คนที่จะจูบ, คนที่จะถูกจูบ	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	0    	0000-00-00 00:00:00
level	kaj la kisito iĝas kisonto	และคนที่จูบก็กลายเป็นคนที่จะจูบ	and the kissed becomes a person who will kiss	grupo	0    	0000-00-00 00:00:00
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	นักเต้นเหล่านั้นเลือกแล้วพวกเขาก็เปลี่ยนสถานที่	those dancers choose and then they change places	grupo	0    	0000-00-00 00:00:00
level	la kisinto nun estas kisoto	คนที่จูบก็เป็นคนที่จะถูกจูบแล้ว	the person who kissed is now a person who will be kissed	grupo	0    	0000-00-00 00:00:00
level	tre facile, ĉu ne?	ง่ายมากใช่มั้ย?	very easy, right?	grupo	0    	0000-00-00 00:00:00
level	nu, mi esperas ke estas ~	ฉันก็หวังว่ามันจะเป็นอย่างนั้นนะ~	well, I hope it is ~	grupo	0    	0000-00-00 00:00:00
level	pli facile en la praktiko	ในทางปฏิบัติได้ง่ายขึ้น	more easily in practice	grupo	0    	0000-00-00 00:00:00
level	esperas ke estas pli facile	หวังว่ามันจะง่ายกว่า	hopes it's easier	grupo	0    	0000-00-00 00:00:00
level	estas pli facile en la praktiko	มันง่ายกว่าในทางปฏิบัติ	it's easier in practice	grupo	0    	0000-00-00 00:00:00
level	mi provos iam	ฉันจะลองสักครั้ง	I will try sometime	grupo	0    	0000-00-00 00:00:00
level	sed unue la bieron!	แต่ก่อนอื่นต้องเบียร์!	but first the beer!	grupo	0    	0000-00-00 00:00:00
level	mi provos iam, sed unue la bieron!	ฉันจะลองสักวันหนึ่ง แต่ก่อนอื่นต้องเบียร์!	I'll try one day, but first the beer!	grupo	0    	0000-00-00 00:00:00
level	saĝa knabo	เด็กฉลาด	a smart boy	grupo	0    	0000-00-00 00:00:00
level	vi, kiu konas preskaŭ ĉiujn	คุณที่รู้จักเกือบทุกคน	you who know almost everyone	grupo	0    	0000-00-00 00:00:00
level	konas preskaŭ ĉiujn ĉi tie	รู้จักเกือบทุกคนที่นี่	knows almost everyone here	grupo	0    	0000-00-00 00:00:00
level	ĉu vi scias kiu estas la knabino	คุณรู้ไหมว่าผู้หญิงคนนั้นคือใคร?	do you know who the girl is?	grupo	0    	0000-00-00 00:00:00
level	la knabino kiu kunordigis	หญิงสาวผู้ประสานงาน	the girl who coordinated	grupo	0    	0000-00-00 00:00:00
level	la knabino kiu kunordigis la ’gardanĝelojn’	เด็กหญิงผู้ประสานงาน 'เทวดาผู้พิทักษ์'	the girl who coordinated the 'guardian angels'	grupo	0    	0000-00-00 00:00:00
level	vi verŝajne pensas pri Jesi	คุณคงจะคิดถึงเจซี่	you are probably thinking of Jesi	grupo	0    	0000-00-00 00:00:00
level	jes, ĝuste!	ถูกต้องเลย!	yes, that's right!	grupo	0    	0000-00-00 00:00:00
level	mi memoras ke mi aŭdis	ฉันจำได้ว่าฉันได้ยิน	I remember that I heard	grupo	0    	0000-00-00 00:00:00
level	nun mi memoras ke ~	ตอนนี้ฉันจำได้แล้ว ~	now I remember that ~	grupo	0    	0000-00-00 00:00:00
level	memoras ke mi aŭdis ŝian nomon	จำไว้ว่าฉันได้ยินชื่อของเธอ	remember that I heard her name	grupo	0    	0000-00-00 00:00:00
level	laŭ mi	ในความเห็นของฉัน	in my opinion	grupo	0    	0000-00-00 00:00:00
level	ŝi estas stranga persono	เธอเป็นคนแปลก	she is a strange person	grupo	0    	0000-00-00 00:00:00
level	laŭ mi ŝi estas stranga persono	ในความคิดของฉันเธอเป็นคนแปลก	in my opinion she is a strange person	grupo	0    	0000-00-00 00:00:00
level	tute ne trinkas bieron	ไม่ดื่มเบียร์เลย	doesn't drink beer at all	grupo	0    	0000-00-00 00:00:00
level	kaj ne manĝas viandon	และไม่กินเนื้อสัตว์	and does not eat meat	grupo	0    	0000-00-00 00:00:00
level	ŝajnas ke ~	ดูเหมือนว่า ~	it seems that ~	grupo	0    	0000-00-00 00:00:00
level	ŝia sola intereso estas ~	ความสนใจเพียงอย่างเดียวของเธอคือ ~	her only interest is ~	grupo	0    	0000-00-00 00:00:00
level	sola intereso estas Esperanto-agado	ความสนใจเพียงอย่างเดียวคือกิจกรรมภาษาเอสเปรันโต	only interest is Esperanto activity	grupo	0    	0000-00-00 00:00:00
level	ŝajnas ke ŝia sola intereso estas Esperanto	ดูเหมือนว่าความสนใจเพียงอย่างเดียวของเธอคือภาษาเอสเปรันโต	it seems that her only interest is Esperanto	grupo	0    	0000-00-00 00:00:00
level	sed ŝi estas tre bela	แต่เธอสวยมาก	but she is very beautiful	grupo	0    	0000-00-00 00:00:00
level	estas tre bela kaj afabla	สวยงามและใจดีมาก	is very beautiful and kind	grupo	0    	0000-00-00 00:00:00
level	tre bela kaj afabla laŭ mi	ดีและใจดีมากในความคิดของฉัน	very nice and kind in my opinion	grupo	0    	0000-00-00 00:00:00
level	eble vi pravas	บางทีคุณอาจจะพูดถูก	maybe you are right	grupo	0    	0000-00-00 00:00:00
level	eble vi pravas pri tio	บางทีคุณอาจพูดถูกเกี่ยวกับเรื่องนั้น	maybe you are right about that	grupo	0    	0000-00-00 00:00:00
level	preskaŭ neniam estas en la trinkejo	แทบจะไม่เคยอยู่ในบาร์เลย	is almost never in the bar	grupo	0    	0000-00-00 00:00:00
level	ŝi preskaŭ neniam estas ~	เธอแทบจะไม่มีเลย ~	she is almost never ~	grupo	0    	0000-00-00 00:00:00
level	ne renkontas ŝin ofte	อย่าพบเธอบ่อยนัก	don't meet her often	grupo	0    	0000-00-00 00:00:00
level	mi ne renkontas ofte	ฉันไม่ได้เจอกันบ่อยนัก	I don't meet often	grupo	0    	0000-00-00 00:00:00
level	kaj do mi ne renkontas ŝin ofte	ฉันก็เลยไม่ได้เจอเธอบ่อยนัก	and so I don't meet her often	grupo	0    	0000-00-00 00:00:00
level	fajfas pri tiaj homoj	นกหวีดเกี่ยวกับคนเช่นนี้	whistles about such people	grupo	0    	0000-00-00 00:00:00
level	fakte, mi tute fajfas	อันที่จริง ฉันผิวปากสุดๆ	in fact, I'm totally whistling	grupo	0    	0000-00-00 00:00:00
level	mi komprenas ~	ฉันเข้าใจ~	I understand ~	grupo	0    	0000-00-00 00:00:00
level	tiel parolas vera trinkejestro	นั่นคือวิธีที่บาร์เทนเดอร์ตัวจริงพูด	that's how a real bartender talks	grupo	0    	0000-00-00 00:00:00
level	prave. je via sano!	ถูกต้อง ดีต่อสุขภาพของคุณ!	rightly, so to your health!	grupo	0    	0000-00-00 00:00:00
level	je via sano! ho, bonega biero	เพื่อสุขภาพของคุณ! โอ้ เบียร์เยี่ยมมาก	to your health! oh, great beer	grupo	0    	0000-00-00 00:00:00
level	kompreneble. estis ja mi kiu elektis ĝin	แน่นอนว่าฉันเป็นคนเลือกมัน	of course, I was the one who chose it	grupo	0    	0000-00-00 00:00:00
level	ĉu vi havas ideon?	คุณมีความคิดบ้างไหม?	do you have any idea?	grupo	0    	0000-00-00 00:00:00
level	kie eblus trovi tiun strangan knabinon?	จะหาหญิงสาวแปลกหน้าคนนั้นได้ที่ไหน?	where would it be possible to find that strange girl?	grupo	0    	0000-00-00 00:00:00
level	trovi tiun strangan sed tre belan knabinon	เพื่อตามหาหญิงสาวที่แปลกแต่สวยมากคนนั้น	to find that strange but very beautiful girl	grupo	0    	0000-00-00 00:00:00
level	ideo kie eblus trovi ~	ไอเดียหาได้ที่ไหน~	idea where it could be found ~	grupo	0    	0000-00-00 00:00:00
level	havas ideon kie eblus trovi ~	มีความคิดว่าจะหาได้ที่ไหน ~	has an idea where it would be possible to find ~	grupo	0    	0000-00-00 00:00:00
level	tutcerte en la Gufujo	แน่นอนในเลานจ์น้ำชา(Owlery)	definitely in the tea launge(Owlery)	grupo	0    	0000-00-00 00:00:00
level	tiaj homoj konstante sidas	คนเหล่านี้นั่งตลอดเวลา	such people are constantly sitting	grupo	0    	0000-00-00 00:00:00
level	konstante sidas tie teumante	นั่งดื่มชาอยู่ตลอดเวลา	is constantly sitting there drinking tea	grupo	0    	0000-00-00 00:00:00
level	kia teda vivo!	ช่างเป็นชีวิตที่น่าเบื่อจริงๆ!	what a tedious life!	grupo	0    	0000-00-00 00:00:00
level	Gufujo, estas trankvila ejo	เลานจ์น้ำชา (Owlery) เป็นสถานที่เงียบสงบ	the tea launge(Owlery), is a quiet place	grupo	0    	0000-00-00 00:00:00
level	trankvila ejo kie eblas trinki teon	สถานที่เงียบสงบที่คุณสามารถดื่มชาได้	a quiet place where you can drink tea	grupo	0    	0000-00-00 00:00:00
level	trinki teon, babili, aŭskulti trankvilan muzikon	ดื่มชา พูดคุย ฟังเพลงเงียบๆ	drink tea, chat, listen to quiet music	grupo	0    	0000-00-00 00:00:00
level	aŭskulti trankvilan muzikon kaj simile	การฟังเพลงเงียบๆ และอื่นๆ	listening to quiet music and the like	grupo	0    	0000-00-00 00:00:00
level	vi trovos ĝin fine de la koridoro	คุณจะพบมันสุดทางเดิน	you will find it at the end of the corridor	grupo	0    	0000-00-00 00:00:00
level	fine de la koridoro ekster la trinkejo	ที่ปลายทางเดินด้านนอกบาร์	at the end of the corridor outside the bar	grupo	0    	0000-00-00 00:00:00
level	vi ne povas porti vian bieron	คุณไม่สามารถถือเบียร์ได้	you can't carry your beer	grupo	0    	0000-00-00 00:00:00
level	porti vian bieron tien	เอาเบียร์ของคุณไปที่นั่น	take your beer there	grupo	0    	0000-00-00 00:00:00
level	sed vi ne povas porti vian bieron tien	แต่คุณไม่สามารถเอาเบียร์ไปที่นั่นได้	but you can't take your beer there	grupo	0    	0000-00-00 00:00:00
level	vere estas ujo de gufoj!	มันเป็นสถานที่สำหรับนกฮูกจริงๆ!	it really is a place for owls!	grupo	0    	0000-00-00 00:00:00
level	al la dancejo unue	ไปที่ฟลอร์เต้นรำก่อน	to the dance floor first	grupo	0    	0000-00-00 00:00:00
level	eble mi iru unue	บางทีฉันควรจะไปก่อน	maybe I should go first	grupo	0    	0000-00-00 00:00:00
level	mi iru al la dancejo unue	ขอผมไปแดนซ์ฟลอร์ก่อนนะครับ	let me go to the dance floor first	grupo	0    	0000-00-00 00:00:00
level	la venonta persono!	คนต่อไป!	next person!	grupo	0    	0000-00-00 00:00:00
level	kion vi volas kara?	คุณต้องการอะไรที่รัก	what do you want dear	grupo	0    	0000-00-00 00:00:00
level	ĉu estas libera loko?	มีที่ว่างไหม?	is there a free place?	grupo	0    	0000-00-00 00:00:00
level	jes, certe	ใช่แน่นอน	yes, for sure	grupo	0    	0000-00-00 00:00:00
level	tre agrable ĉi tie	ดีมากที่นี่	very nice here	grupo	0    	0000-00-00 00:00:00
level	ĉi tie en la gufujo	ที่นี่ในโรงน้ำชา (นกฮูก)	here in the tea launge(owlery)	grupo	0    	0000-00-00 00:00:00
level	mi bezonas iom da trankvilo	ฉันต้องการความเงียบสงบ	I need some tranquility	grupo	0    	0000-00-00 00:00:00
level	post tre streĉa tago	หลังจากวันที่เครียดมาก	after a very stressful day	grupo	0    	0000-00-00 00:00:00
level	trankvilo post streĉa tago	ความเงียบสงบหลังจากวันที่เครียดมาทั้งวัน	tranquility after a stressful day	grupo	0    	0000-00-00 00:00:00
level	la etoso en gufujo	บรรยากาศภายในโรงน้ำชา(นกฮูก)	the atmosphere in a tea launge(owlery)	grupo	0    	0000-00-00 00:00:00
level	~ estas tre bona kontrasto	~ เป็นคอนทราสต์ที่ดีมาก	~ is a very good contrast	grupo	0    	0000-00-00 00:00:00
level	kontrasto al la aliaj okazaĵoj	ตรงกันข้ามกับเหตุการณ์อื่นๆ	contrast to the other events	grupo	0    	0000-00-00 00:00:00
level	la aliaj okazaĵoj dum IJK	กิจกรรมอื่นๆ ระหว่าง IJK	the other events during IJK	grupo	0    	0000-00-00 00:00:00
level	la etoso estas kontrasto al la aliaj okazaĵoj	บรรยากาศช่างแตกต่างกับงานอื่นๆ	the atmosphere is a contrast to the other events	grupo	0    	0000-00-00 00:00:00
level	estas tre bona kontrasto, ĉu ne?	มันเป็นความแตกต่างที่ดีมากใช่ไหม?	it's a very good contrast, isn't it?	grupo	0    	0000-00-00 00:00:00
level	jes, mallaŭta muziko	ใช่ เพลงเบาๆ	yes, soft music	grupo	0    	0000-00-00 00:00:00
level	mallaŭta muziko, trankvila babilado	เพลงเบา ๆ การสนทนาที่เงียบสงบ	soft music, quiet conversation	grupo	0    	0000-00-00 00:00:00
level	trankvila babilado kaj iu interesa teo	การพูดคุยอย่างเงียบๆ และชาที่น่าสนใจ	quiet chat and some interesting tea	grupo	0    	0000-00-00 00:00:00
level	perfekte por rehavi fortojn	เหมาะสำหรับการฟื้นฟูความแข็งแกร่ง	perfect for regaining strength	grupo	0    	0000-00-00 00:00:00
level	vi ŝajnas ege laca	คุณดูเหนื่อยมาก	you seem extremely tired	grupo	0    	0000-00-00 00:00:00
level	kion vi faris dum la tuta tago?	ทั้งวันคุณทำอะไร?	what did you do all day?	grupo	0    	0000-00-00 00:00:00
level	unue mi faris afiŝon	ก่อนอื่นฉันโพสต์	first I made a post	grupo	0    	0000-00-00 00:00:00
level	afiŝo por la morgaŭaj ekskursoj	โพสต์สำหรับการทัศนศึกษาในวันพรุ่งนี้	post for tomorrow's excursions	grupo	0    	0000-00-00 00:00:00
level	mi faris afiŝon por ekskursoj	ฉันตั้งกระทู้ไปเที่ยว	I made a post for excursions	grupo	0    	0000-00-00 00:00:00
level	cetere, ĉu vi iros?	ว่าแต่ คุณจะไปไหม?	by the way, are you going?	grupo	0    	0000-00-00 00:00:00
level	iros al ekskurso	จะไปท่องเที่ยว	will go on an excursion	grupo	0    	0000-00-00 00:00:00
level	ĉu vi iros al iu ekskurso?	คุณกำลังไปเที่ยวท่องเที่ยวบ้างไหม?	are you going on any excursion?	grupo	0    	0000-00-00 00:00:00
level	jes, al la granda akvofalo	ใช่แล้ว ไปสู่น้ำตกใหญ่	yes, to the great waterfall	grupo	0    	0000-00-00 00:00:00
level	kaj poste al ekspozicio	แล้วก็ไปจัดนิทรรศการ	and then to an exhibition	grupo	0    	0000-00-00 00:00:00
level	ekspozicio pri moderna arto	นิทรรศการศิลปะสมัยใหม่	an exhibition on modern art	grupo	0    	0000-00-00 00:00:00
level	al akvofalo kaj poste al ekspozicio	ไปน้ำตกแล้วก็ไปนิทรรศการ	to a waterfall and then to an exhibition	grupo	0    	0000-00-00 00:00:00
level	bona elekto	ทางเลือกที่ดี	a good choice	grupo	0    	0000-00-00 00:00:00
level	ankaŭ mi iros tien	ฉันจะไปที่นั่นด้วย	I will go there too	grupo	0    	0000-00-00 00:00:00
level	ĉiukaze, mi gvidis diskutrondon	อย่างไรก็ตาม ฉันเป็นผู้นำกลุ่มสนทนา	anyway, I led a discussion group	grupo	0    	0000-00-00 00:00:00
level	pendigi afiŝojn	เพื่อแขวนโปสเตอร์	to hang posters	grupo	0    	0000-00-00 00:00:00
level	post la pendigado de la ekskursafiŝoj	หลังจากการแขวนโปสเตอร์ท่องเที่ยว	after the hanging of the excursion posters	grupo	0    	0000-00-00 00:00:00
level	diskutrondo kun la titolo "feminismo"	กลุ่มสนทนาหัวข้อ &quot;สตรีนิยม&quot;	discussion group with the title "feminism"	grupo	0    	0000-00-00 00:00:00
level	gvidis diskuton kun la titolo "feminismo"	นำการอภิปรายหัวข้อ “สตรีนิยม”	led a discussion with the title "feminism"	grupo	0    	0000-00-00 00:00:00
level	ĉu feminismo samas en diversaj landoj?	สตรีนิยมเหมือนกันในประเทศต่างๆ หรือไม่?	is feminism the same in different countries?	grupo	0    	0000-00-00 00:00:00
level	interesa kaj vigla diskuto	การอภิปรายที่น่าสนใจและมีชีวิตชีวา	interesting and lively discussion	grupo	0    	0000-00-00 00:00:00
level	estis tre interesa kaj vigla	น่าสนใจและมีชีวิตชีวามาก	was very interesting and lively	grupo	0    	0000-00-00 00:00:00
level	dum la lastaj kvin horoj	ในช่วงห้าชั่วโมงที่ผ่านมา	for the last five hours	grupo	0    	0000-00-00 00:00:00
level	mi estis en longa kunsido	ฉันอยู่ในช่วงเซสชั่นที่ยาวนาน	I was in a long session	grupo	0    	0000-00-00 00:00:00
level	dum lastaj horoj mi estis en komitatkunsido	ในช่วงไม่กี่ชั่วโมงที่ผ่านมา ฉันอยู่ในการประชุมคณะกรรมการ	for the last few hours I have been in a committee meeting	grupo	0    	0000-00-00 00:00:00
level	en longa komitatkunsido	ในการประชุมคณะกรรมการอันยาวนาน	in a long committee meeting	grupo	0    	0000-00-00 00:00:00
level	vere estis tro longa	มันยาวเกินไปจริงๆ	it really was too long	grupo	0    	0000-00-00 00:00:00
level	la komitato finkunsidis	คณะกรรมการได้เสร็จสิ้นการประชุมแล้ว	the committee has concluded its meeting	grupo	0    	0000-00-00 00:00:00
level	sed nun la komitato finis kunsidon	แต่ตอนนี้คณะกรรมการประชุมเสร็จแล้ว	but now the committee has finished the meeting	grupo	0    	0000-00-00 00:00:00
level	vere estis longa, sed nun finiĝis	มันยาวมาก แต่ตอนนี้มันจบลงแล้ว	it was really long, but now it's over	grupo	0    	0000-00-00 00:00:00
level	ha, vi do estas komitatano?	โอ้ คุณเป็นคณะกรรมการเหรอ?	oh, so you're a committee member?	grupo	0    	0000-00-00 00:00:00
level	la estraro de TEJO	คณะกรรมการของ TEJO	the board of TEJO	grupo	0    	0000-00-00 00:00:00
level	mi ankaŭ estas en la estraro	ฉันยังอยู่บนกระดาน	I'm also on the board	grupo	0    	0000-00-00 00:00:00
